R,GS,1 3_,2 3_,3 3_,4 3_,1_2,1_3,2_3,3_4
11.66094206,-0.493404131,-0.478695924,21867.7322,21866.83494,32068.93167,0,0,1.49E-70,0
11.66661109,-0.491967351,-0.477301973,21867.73202,21866.83737,32068.93792,0,0,1.21E-70,0
11.67228012,-0.490535449,-0.475912756,21867.73184,21866.83979,32068.94416,0,0,9.81E-71,0
11.67794915,-0.489108407,-0.474528254,21867.73166,21866.84221,32068.95037,0,0,7.95E-71,0
11.68361817,-0.487686207,-0.473148449,21867.73148,21866.84462,32068.95656,0,0,6.44E-71,0
11.6892872,-0.486268828,-0.471773322,21867.7313,21866.84702,32068.96273,0,0,5.22E-71,0
11.69495623,-0.484856254,-0.470402855,21867.73112,21866.84941,32068.96888,0,0,4.23E-71,0
11.70062526,-0.483448464,-0.469037031,21867.73094,21866.85179,32068.97501,0,0,3.42E-71,0
11.70629429,-0.48204544,-0.467675832,21867.73077,21866.85416,32068.98112,0,0,2.77E-71,0
11.71196332,-0.480647165,-0.466319239,21867.73059,21866.85653,32068.98721,0,0,2.25E-71,0
11.71763235,-0.47925362,-0.464967234,21867.73041,21866.85889,32068.99328,0,0,1.82E-71,0
11.72330138,-0.477864785,-0.463619801,21867.73024,21866.86124,32068.99933,0,0,1.47E-71,0
11.7289704,-0.476480645,-0.462276921,21867.73006,21866.86358,32069.00535,0,0,1.19E-71,0
11.73463943,-0.475101179,-0.460938576,21867.72989,21866.86592,32069.01136,0,0,9.64E-72,0
11.74030846,-0.47372637,-0.45960475,21867.72972,21866.86824,32069.01735,0,0,7.80E-72,0
11.74597749,-0.472356201,-0.458275425,21867.72954,21866.87056,32069.02331,0,0,6.31E-72,0
11.75164652,-0.470990652,-0.456950583,21867.72937,21866.87287,32069.02926,0,0,5.10E-72,0
11.75731555,-0.469629707,-0.455630207,21867.7292,21866.87518,32069.03518,0,0,4.13E-72,0
11.76298458,-0.468273348,-0.454314281,21867.72903,21866.87747,32069.04109,0,0,3.34E-72,0
11.76865361,-0.466921557,-0.453002786,21867.72886,21866.87976,32069.04697,0,0,2.70E-72,0
11.77432263,-0.465574317,-0.451695706,21867.72869,21866.88204,32069.05284,0,0,2.18E-72,0
11.77999166,-0.464231609,-0.450393024,21867.72852,21866.88431,32069.05869,0,0,1.76E-72,0
11.78566069,-0.462893417,-0.449094723,21867.72835,21866.88658,32069.06451,0,0,1.43E-72,0
11.79132972,-0.461559723,-0.447800786,21867.72818,21866.88883,32069.07032,0,0,1.15E-72,0
11.79699875,-0.46023051,-0.446511197,21867.72802,21866.89108,32069.07611,0,0,9.31E-73,0
11.80266778,-0.458905761,-0.445225938,21867.72785,21866.89333,32069.08188,0,0,7.52E-73,0
11.80833681,-0.457585458,-0.443944993,21867.72768,21866.89556,32069.08762,0,0,6.08E-73,0
11.81400584,-0.456269585,-0.442668346,21867.72752,21866.89779,32069.09335,0,0,4.91E-73,0
11.81967486,-0.454958125,-0.44139598,21867.72735,21866.90001,32069.09906,0,0,3.97E-73,0
11.82534389,-0.45365106,-0.440127878,21867.72719,21866.90222,32069.10476,0,0,3.20E-73,0
11.83101292,-0.452348374,-0.438864025,21867.72702,21866.90442,32069.11043,0,0,2.59E-73,0
11.83668195,-0.451050051,-0.437604404,21867.72686,21866.90662,32069.11608,0,0,2.09E-73,0
11.84235098,-0.449756072,-0.436348999,21867.7267,21866.90881,32069.12171,0,0,1.69E-73,0
11.84802001,-0.448466423,-0.435097793,21867.72653,21866.91099,32069.12733,0,0,1.36E-73,0
11.85368904,-0.447181086,-0.433850771,21867.72637,21866.91317,32069.13293,0,0,1.10E-73,0
11.85935807,-0.445900044,-0.432607917,21867.72621,21866.91534,32069.1385,0,0,8.86E-74,0
11.86502709,-0.444623282,-0.431369215,21867.72605,21866.9175,32069.14406,0,0,7.15E-74,0
11.87069612,-0.443350783,-0.430134649,21867.72589,21866.91965,32069.1496,0,0,5.76E-74,0
11.87636515,-0.442082531,-0.428904203,21867.72573,21866.9218,32069.15513,0,0,4.65E-74,0
11.88203418,-0.44081851,-0.427677862,21867.72557,21866.92394,32069.16063,0,0,3.75E-74,0
11.88770321,-0.439558703,-0.426455609,21867.72541,21866.92607,32069.16612,0,0,3.02E-74,0
11.89337224,-0.438303094,-0.42523743,21867.72525,21866.92819,32069.17158,0,0,2.44E-74,0
11.89904127,-0.437051668,-0.424023308,21867.72509,21866.93031,32069.17703,0,0,1.97E-74,0
11.9047103,-0.435804408,-0.422813229,21867.72494,21866.93242,32069.18246,0,0,1.58E-74,0
11.91037932,-0.434561299,-0.421607177,21867.72478,21866.93453,32069.18787,0,0,1.28E-74,0
11.91604835,-0.433322325,-0.420405136,21867.72462,21866.93662,32069.19327,0,0,1.03E-74,0
11.92171738,-0.432087471,-0.419207092,21867.72447,21866.93871,32069.19865,0,0,8.29E-75,0
11.92738641,-0.430856719,-0.418013029,21867.72431,21866.9408,32069.204,0,0,6.68E-75,0
11.93305544,-0.429630056,-0.416822932,21867.72416,21866.94287,32069.20935,0,0,5.38E-75,0
11.93872447,-0.428407465,-0.415636786,21867.724,21866.94494,32069.21467,0,0,4.33E-75,0
11.9443935,-0.427188932,-0.414454577,21867.72385,21866.947,32069.21997,0,0,3.49E-75,0
11.95006253,-0.42597444,-0.413276288,21867.7237,21866.94906,32069.22526,0,0,2.81E-75,0
11.95573155,-0.424763974,-0.412101906,21867.72355,21866.95111,32069.23053,0,0,2.26E-75,0
11.96140058,-0.423557519,-0.410931415,21867.72339,21866.95315,32069.23579,0,0,1.82E-75,0
11.96706961,-0.422355061,-0.409764802,21867.72324,21866.95519,32069.24102,0,0,1.47E-75,0
11.97273864,-0.421156583,-0.40860205,21867.72309,21866.95721,32069.24624,0,0,1.18E-75,0
11.97840767,-0.419962071,-0.407443146,21867.72294,21866.95924,32069.25144,0,0,9.50E-76,0
11.9840767,-0.418771509,-0.406288074,21867.72279,21866.96125,32069.25662,0,0,7.64E-76,0
11.98974573,-0.417584883,-0.405136822,21867.72264,21866.96326,32069.26179,0,0,6.15E-76,0
11.99541476,-0.416402179,-0.403989373,21867.72249,21866.96526,32069.26694,0,0,4.94E-76,0
12.00108378,-0.41522338,-0.402845714,21867.72234,21866.96726,32069.27207,0,0,3.98E-76,0
12.00675281,-0.414048473,-0.401705831,21867.72219,21866.96924,32069.27719,0,0,3.20E-76,0
12.01242184,-0.412877443,-0.400569708,21867.72205,21866.97123,32069.28229,0,0,2.57E-76,0
12.01809087,-0.411710275,-0.399437333,21867.7219,21866.9732,32069.28737,0,0,2.07E-76,0
12.0237599,-0.410546954,-0.398308691,21867.72175,21866.97517,32069.29244,0,0,1.66E-76,0
12.02942893,-0.409387466,-0.397183767,21867.72161,21866.97713,32069.29748,0,0,1.34E-76,0
12.03509796,-0.408231798,-0.396062548,21867.72146,21866.97909,32069.30252,0,0,1.07E-76,0
12.04076699,-0.407079933,-0.39494502,21867.72132,21866.98104,32069.30753,0,0,8.62E-77,0
12.04643602,-0.405931858,-0.393831169,21867.72117,21866.98298,32069.31253,0,0,6.93E-77,0
12.05210504,-0.40478756,-0.392720982,21867.72103,21866.98492,32069.31751,0,0,5.57E-77,0
12.05777407,-0.403647022,-0.391614443,21867.72088,21866.98685,32069.32248,0,0,4.47E-77,0
12.0634431,-0.402510232,-0.390511541,21867.72074,21866.98877,32069.32743,0,0,3.59E-77,0
12.06911213,-0.401377176,-0.38941226,21867.7206,21866.99069,32069.33236,0,0,2.88E-77,0
12.07478116,-0.400247839,-0.388316589,21867.72045,21866.9926,32069.33728,0,0,2.31E-77,0
12.08045019,-0.399122207,-0.387224512,21867.72031,21866.99451,32069.34218,0,0,1.86E-77,0
12.08611922,-0.398000267,-0.386136016,21867.72017,21866.99641,32069.34706,0,0,1.49E-77,0
12.09178825,-0.396882005,-0.385051089,21867.72003,21866.9983,32069.35193,0,0,1.20E-77,0
12.09745727,-0.395767406,-0.383969716,21867.71989,21867.00018,32069.35679,0,0,9.61E-78,0
12.1031263,-0.394656458,-0.382891885,21867.71975,21867.00206,32069.36162,0,0,7.71E-78,0
12.10879533,-0.393549146,-0.381817582,21867.71961,21867.00394,32069.36645,0,0,6.18E-78,0
12.11446436,-0.392445458,-0.380746793,21867.71947,21867.00581,32069.37125,0,0,4.96E-78,0
12.12013339,-0.391345378,-0.379679507,21867.71933,21867.00767,32069.37604,0,0,3.98E-78,0
12.12580242,-0.390248895,-0.37861571,21867.71919,21867.00952,32069.38082,0,0,3.19E-78,0
12.13147145,-0.389155994,-0.377555388,21867.71906,21867.01137,32069.38557,0,0,2.56E-78,0
12.13714048,-0.388066662,-0.376498529,21867.71892,21867.01322,32069.39032,0,0,2.05E-78,0
12.1428095,-0.386980886,-0.375445119,21867.71878,21867.01505,32069.39504,0,0,1.64E-78,0
12.14847853,-0.385898653,-0.374395147,21867.71865,21867.01689,32069.39976,0,0,1.32E-78,0
12.15414756,-0.384819949,-0.373348599,21867.71851,21867.01871,32069.40445,0,0,1.06E-78,0
12.15981659,-0.383744761,-0.372305462,21867.71837,21867.02053,32069.40913,0,0,8.46E-79,0
12.16548562,-0.382673077,-0.371265724,21867.71824,21867.02235,32069.4138,0,0,6.78E-79,0
12.17115465,-0.381604882,-0.370229372,21867.7181,21867.02415,32069.41845,0,0,5.43E-79,0
12.17682368,-0.380540165,-0.369196393,21867.71797,21867.02596,32069.42309,0,0,4.35E-79,0
12.18249271,-0.379478912,-0.368166776,21867.71784,21867.02775,32069.42771,0,0,3.49E-79,0
12.18816173,-0.37842111,-0.367140506,21867.7177,21867.02954,32069.43231,0,0,2.79E-79,0
12.19383076,-0.377366746,-0.366117573,21867.71757,21867.03133,32069.43691,0,0,2.23E-79,0
12.19949979,-0.376315808,-0.365097964,21867.71744,21867.0331,32069.44148,0,0,1.79E-79,0
12.20516882,-0.375268284,-0.364081665,21867.71731,21867.03488,32069.44604,0,0,1.43E-79,0
12.21083785,-0.374224159,-0.363068666,21867.71717,21867.03664,32069.45059,0,0,1.15E-79,0
12.21650688,-0.373183422,-0.362058953,21867.71704,21867.03841,32069.45512,0,0,9.17E-80,0
12.22217591,-0.372146061,-0.361052515,21867.71691,21867.04016,32069.45964,0,0,7.34E-80,0
12.22784494,-0.371112062,-0.360049339,21867.71678,21867.04191,32069.46414,0,0,5.87E-80,0
12.23351396,-0.370081413,-0.359049414,21867.71665,21867.04366,32069.46863,0,0,4.70E-80,0
12.23918299,-0.369054102,-0.358052727,21867.71652,21867.0454,32069.4731,0,0,3.76E-80,0
12.24485202,-0.368030117,-0.357059266,21867.71639,21867.04713,32069.47756,0,0,3.01E-80,0
12.25052105,-0.367009445,-0.35606902,21867.71626,21867.04886,32069.482,0,0,2.40E-80,0
12.25619008,-0.365992074,-0.355081976,21867.71614,21867.05058,32069.48643,0,0,1.92E-80,0
12.26185911,-0.364977991,-0.354098123,21867.71601,21867.05229,32069.49085,0,0,1.54E-80,0
12.26752814,-0.363967185,-0.353117448,21867.71588,21867.054,32069.49525,0,0,1.23E-80,0
12.27319717,-0.362959643,-0.352139941,21867.71575,21867.05571,32069.49964,0,0,9.81E-81,0
12.27886619,-0.361955354,-0.35116559,21867.71563,21867.05741,32069.50401,0,0,7.84E-81,0
12.28453522,-0.360954306,-0.350194382,21867.7155,21867.0591,32069.50837,0,0,6.27E-81,0
12.29020425,-0.359956486,-0.349226307,21867.71538,21867.06079,32069.51271,0,0,5.01E-81,0
12.29587328,-0.358961882,-0.348261352,21867.71525,21867.06248,32069.51704,0,0,4.00E-81,0
12.30154231,-0.357970484,-0.347299507,21867.71513,21867.06415,32069.52136,0,0,3.19E-81,0
12.30721134,-0.356982278,-0.346340759,21867.715,21867.06583,32069.52566,0,0,2.55E-81,0
12.31288037,-0.355997253,-0.345385098,21867.71488,21867.06749,32069.52995,0,0,2.04E-81,0
12.3185494,-0.355015398,-0.344432511,21867.71475,21867.06915,32069.53423,0,0,1.63E-81,0
12.32421842,-0.354036701,-0.343482989,21867.71463,21867.07081,32069.53849,0,0,1.30E-81,0
12.32988745,-0.35306115,-0.342536519,21867.71451,21867.07246,32069.54273,0,0,1.04E-81,0
12.33555648,-0.352088734,-0.34159309,21867.71438,21867.07411,32069.54697,0,0,8.27E-82,0
12.34122551,-0.351119441,-0.340652692,21867.71426,21867.07575,32069.55119,0,0,6.60E-82,0
12.34689454,-0.35015326,-0.339715312,21867.71414,21867.07738,32069.5554,0,0,5.26E-82,0
12.35256357,-0.349190179,-0.33878094,21867.71402,21867.07901,32069.55959,0,0,4.20E-82,0
12.3582326,-0.348230188,-0.337849565,21867.7139,21867.08064,32069.56377,0,0,3.35E-82,0
12.36390163,-0.347273273,-0.336921177,21867.71378,21867.08226,32069.56794,0,0,2.67E-82,0
12.36957065,-0.346319426,-0.335995763,21867.71366,21867.08387,32069.57209,0,0,2.13E-82,0
12.37523968,-0.345368633,-0.335073313,21867.71354,21867.08548,32069.57623,0,0,1.70E-82,0
12.38090871,-0.344420884,-0.334153816,21867.71342,21867.08709,32069.58036,0,0,1.35E-82,0
12.38657774,-0.343476169,-0.333237262,21867.7133,21867.08868,32069.58447,0,0,1.08E-82,0
12.39224677,-0.342534475,-0.33232364,21867.71318,21867.09028,32069.58857,0,0,8.60E-83,0
12.3979158,-0.341595791,-0.331412938,21867.71306,21867.09187,32069.59266,0,0,6.86E-83,0
12.40358483,-0.340660108,-0.330505147,21867.71294,21867.09345,32069.59673,0,0,5.46E-83,0
12.40925386,-0.339727413,-0.329600256,21867.71283,21867.09503,32069.60079,0,0,4.35E-83,0
12.41492288,-0.338797696,-0.328698253,21867.71271,21867.0966,32069.60484,0,0,3.47E-83,0
12.42059191,-0.337870946,-0.32779913,21867.71259,21867.09817,32069.60887,0,0,2.76E-83,0
12.42626094,-0.336947153,-0.326902874,21867.71248,21867.09973,32069.6129,0,0,2.20E-83,0
12.43192997,-0.336026304,-0.326009476,21867.71236,21867.10129,32069.61691,0,0,1.75E-83,0
12.437599,-0.335108391,-0.325118925,21867.71224,21867.10285,32069.6209,0,0,1.39E-83,0
12.44326803,-0.334193401,-0.324231211,21867.71213,21867.10439,32069.62489,0,0,1.11E-83,0
12.44893706,-0.333281325,-0.323346324,21867.71201,21867.10594,32069.62886,0,0,8.84E-84,0
12.45460609,-0.332372152,-0.322464252,21867.7119,21867.10748,32069.63282,0,0,7.03E-84,0
12.46027511,-0.331465871,-0.321584987,21867.71178,21867.10901,32069.63676,0,0,5.60E-84,0
12.46594414,-0.330562471,-0.320708518,21867.71167,21867.11054,32069.6407,0,0,4.45E-84,0
12.47161317,-0.329661943,-0.319834834,21867.71156,21867.11206,32069.64462,0,0,3.54E-84,0
12.4772822,-0.328764276,-0.318963926,21867.71144,21867.11358,32069.64853,0,0,2.82E-84,0
12.48295123,-0.327869459,-0.318095783,21867.71133,21867.1151,32069.65242,0,0,2.24E-84,0
12.48862026,-0.326977482,-0.317230396,21867.71122,21867.11661,32069.65631,0,0,1.78E-84,0
12.49428929,-0.326088335,-0.316367754,21867.71111,21867.11811,32069.66018,0,0,1.42E-84,0
12.49995832,-0.325202007,-0.315507847,21867.71099,21867.11961,32069.66404,0,0,1.13E-84,0
12.50562734,-0.324318489,-0.314650667,21867.71088,21867.12111,32069.66788,0,0,8.96E-85,0
12.51129637,-0.32343777,-0.313796202,21867.71077,21867.1226,32069.67172,0,0,7.12E-85,0
12.5169654,-0.32255984,-0.312944442,21867.71066,21867.12408,32069.67554,0,0,5.66E-85,0
12.52263443,-0.321684689,-0.312095379,21867.71055,21867.12557,32069.67935,0,0,4.50E-85,0
12.52830346,-0.320812307,-0.311249003,21867.71044,21867.12704,32069.68315,0,0,3.57E-85,0
12.53397249,-0.319942684,-0.310405302,21867.71033,21867.12851,32069.68694,0,0,2.84E-85,0
12.53964152,-0.31907581,-0.309564269,21867.71022,21867.12998,32069.69071,0,0,2.25E-85,0
12.54531055,-0.318211674,-0.308725894,21867.71011,21867.13144,32069.69447,0,0,1.79E-85,0
12.55097957,-0.317350268,-0.307890166,21867.71,21867.1329,32069.69822,0,0,1.42E-85,0
12.5566486,-0.316491581,-0.307057076,21867.7099,21867.13435,32069.70196,0,0,1.13E-85,0
12.56231763,-0.315635603,-0.306226615,21867.70979,21867.1358,32069.70569,0,0,8.96E-86,0
12.56798666,-0.314782326,-0.305398773,21867.70968,21867.13725,32069.7094,0,0,7.11E-86,0
12.57365569,-0.313931738,-0.304573541,21867.70957,21867.13869,32069.71311,0,0,5.65E-86,0
12.57932472,-0.31308383,-0.303750909,21867.70947,21867.14012,32069.7168,0,0,4.48E-86,0
12.58499375,-0.312238593,-0.302930868,21867.70936,21867.14155,32069.72048,0,0,3.56E-86,0
12.59066278,-0.311396017,-0.302113409,21867.70925,21867.14298,32069.72415,0,0,2.82E-86,0
12.5963318,-0.310556093,-0.301298522,21867.70915,21867.1444,32069.72781,0,0,2.24E-86,0
12.60200083,-0.30971881,-0.300486199,21867.70904,21867.14582,32069.73145,0,0,1.77E-86,0
12.60766986,-0.30888416,-0.299676429,21867.70894,21867.14723,32069.73509,0,0,1.41E-86,0
12.61333889,-0.308052133,-0.298869205,21867.70883,21867.14864,32069.73871,0,0,1.12E-86,0
12.61900792,-0.307222719,-0.298064516,21867.70873,21867.15004,32069.74232,0,0,8.85E-87,0
12.62467695,-0.30639591,-0.297262353,21867.70862,21867.15144,32069.74592,0,0,7.01E-87,0
12.63034598,-0.305571695,-0.296462708,21867.70852,21867.15284,32069.74951,0,0,5.56E-87,0
12.63601501,-0.304750066,-0.295665571,21867.70842,21867.15423,32069.75309,0,0,4.41E-87,0
12.64168404,-0.303931013,-0.294870934,21867.70831,21867.15561,32069.75665,0,0,3.49E-87,0
12.64735306,-0.303114527,-0.294078788,21867.70821,21867.15699,32069.76021,0,0,2.77E-87,0
12.65302209,-0.302300599,-0.293289122,21867.70811,21867.15837,32069.76375,0,0,2.19E-87,0
12.65869112,-0.30148922,-0.29250193,21867.70801,21867.15975,32069.76728,0,0,1.74E-87,0
12.66436015,-0.30068038,-0.291717202,21867.7079,21867.16111,32069.77081,0,0,1.38E-87,0
12.67002918,-0.299874071,-0.290934928,21867.7078,21867.16248,32069.77432,0,0,1.09E-87,0
12.67569821,-0.299070283,-0.290155101,21867.7077,21867.16384,32069.77782,0,0,8.62E-88,0
12.68136724,-0.298269008,-0.289377712,21867.7076,21867.1652,32069.78131,0,0,6.83E-88,0
12.68703627,-0.297470236,-0.288602751,21867.7075,21867.16655,32069.78478,0,0,5.40E-88,0
12.69270529,-0.296673959,-0.28783021,21867.7074,21867.16789,32069.78825,0,0,4.28E-88,0
12.69837432,-0.295880167,-0.287060081,21867.7073,21867.16924,32069.79171,0,0,3.39E-88,0
12.70404335,-0.295088853,-0.286292355,21867.7072,21867.17058,32069.79515,0,0,2.68E-88,0
12.70971238,-0.294300006,-0.285527024,21867.7071,21867.17191,32069.79859,0,0,2.12E-88,0
12.71538141,-0.293513618,-0.284764078,21867.707,21867.17324,32069.80201,0,0,1.68E-88,0
12.72105044,-0.292729681,-0.28400351,21867.7069,21867.17457,32069.80542,0,0,1.33E-88,0
12.72671947,-0.291948185,-0.28324531,21867.7068,21867.17589,32069.80883,0,0,1.05E-88,0
12.7323885,-0.291169122,-0.282489471,21867.7067,21867.17721,32069.81222,0,0,8.29E-89,0
12.73805752,-0.290392484,-0.281735984,21867.70661,21867.17853,32069.8156,0,0,6.56E-89,0
12.74372655,-0.289618261,-0.28098484,21867.70651,21867.17984,32069.81897,0,0,5.18E-89,0
12.74939558,-0.288846446,-0.280236033,21867.70641,21867.18114,32069.82233,0,0,4.10E-89,0
12.75506461,-0.288077029,-0.279489552,21867.70631,21867.18244,32069.82568,0,0,3.24E-89,0
12.76073364,-0.287310002,-0.27874539,21867.70622,21867.18374,32069.82902,0,0,2.56E-89,0
12.76640267,-0.286545357,-0.278003538,21867.70612,21867.18504,32069.83235,0,0,2.02E-89,0
12.7720717,-0.285783085,-0.277263989,21867.70603,21867.18633,32069.83567,0,0,1.60E-89,0
12.77774073,-0.285023177,-0.276526734,21867.70593,21867.18761,32069.83898,0,0,1.26E-89,0
12.78340975,-0.284265626,-0.275791766,21867.70583,21867.1889,32069.84228,0,0,9.97E-90,0
12.78907878,-0.283510423,-0.275059075,21867.70574,21867.19017,32069.84557,0,0,7.87E-90,0
12.79474781,-0.28275756,-0.274328654,21867.70564,21867.19145,32069.84884,0,0,6.22E-90,0
12.80041684,-0.282007028,-0.273600495,21867.70555,21867.19272,32069.85211,0,0,4.91E-90,0
12.80608587,-0.281258819,-0.27287459,21867.70546,21867.19398,32069.85537,0,0,3.88E-90,0
12.8117549,-0.280512925,-0.272150931,21867.70536,21867.19525,32069.85862,0,0,3.06E-90,0
12.81742393,-0.279769338,-0.27142951,21867.70527,21867.1965,32069.86185,0,0,2.41E-90,0
12.82309296,-0.279028049,-0.270710319,21867.70517,21867.19776,32069.86508,0,0,1.91E-90,0
12.82876198,-0.278289051,-0.269993351,21867.70508,21867.19901,32069.8683,0,0,1.50E-90,0
12.83443101,-0.277552336,-0.269278596,21867.70499,21867.20026,32069.87151,0,0,1.19E-90,0
12.84010004,-0.276817895,-0.268566048,21867.7049,21867.2015,32069.87471,0,0,9.35E-91,0
12.84576907,-0.27608572,-0.267855699,21867.7048,21867.20274,32069.87789,0,0,7.38E-91,0
12.8514381,-0.275355803,-0.267147541,21867.70471,21867.20397,32069.88107,0,0,5.82E-91,0
12.85710713,-0.274628137,-0.266441567,21867.70462,21867.20521,32069.88424,0,0,4.59E-91,0
12.86277616,-0.273902713,-0.265737768,21867.70453,21867.20643,32069.8874,0,0,3.62E-91,0
12.86844519,-0.273179524,-0.265036137,21867.70444,21867.20766,32069.89055,0,0,2.85E-91,0
12.87411421,-0.272458562,-0.264336666,21867.70435,21867.20888,32069.89369,0,0,2.25E-91,0
12.87978324,-0.271739818,-0.263639348,21867.70426,21867.21009,32069.89682,0,0,1.77E-91,0
12.88545227,-0.271023286,-0.262944175,21867.70416,21867.21131,32069.89994,0,0,1.40E-91,0
12.8911213,-0.270308957,-0.26225114,21867.70407,21867.21252,32069.90305,0,0,1.10E-91,0
12.89679033,-0.269596823,-0.261560235,21867.70398,21867.21372,32069.90615,0,0,8.66E-92,0
12.90245936,-0.268886877,-0.260871452,21867.7039,21867.21492,32069.90924,0,0,6.82E-92,0
12.90812839,-0.268179112,-0.260184785,21867.70381,21867.21612,32069.91232,0,0,5.37E-92,0
12.91379742,-0.267473519,-0.259500225,21867.70372,21867.21731,32069.91539,0,0,4.23E-92,0
12.91946644,-0.266770091,-0.258817766,21867.70363,21867.21851,32069.91845,0,0,3.33E-92,0
12.92513547,-0.26606882,-0.2581374,21867.70354,21867.21969,32069.92151,0,0,2.62E-92,0
12.9308045,-0.265369699,-0.257459119,21867.70345,21867.22088,32069.92455,0,0,2.06E-92,0
12.93647353,-0.26467272,-0.256782917,21867.70336,21867.22206,32069.92759,0,0,1.62E-92,0
12.94214256,-0.263977876,-0.256108786,21867.70328,21867.22323,32069.93061,0,0,1.28E-92,0
12.94781159,-0.263285159,-0.255436719,21867.70319,21867.2244,32069.93363,0,0,1.01E-92,0
12.95348062,-0.262594562,-0.254766709,21867.7031,21867.22557,32069.93664,0,0,7.92E-93,0
12.95914965,-0.261906078,-0.254098748,21867.70302,21867.22674,32069.93963,0,0,6.23E-93,0
12.96481867,-0.261219698,-0.253432829,21867.70293,21867.2279,32069.94262,0,0,4.90E-93,0
12.9704877,-0.260535416,-0.252768945,21867.70284,21867.22906,32069.9456,0,0,3.85E-93,0
12.97615673,-0.259853225,-0.25210709,21867.70276,21867.23021,32069.94857,0,0,3.03E-93,0
12.98182576,-0.259173117,-0.251447255,21867.70267,21867.23136,32069.95153,0,0,2.38E-93,0
12.98749479,-0.258495084,-0.250789434,21867.70259,21867.23251,32069.95449,0,0,1.87E-93,0
12.99316382,-0.25781912,-0.250133621,21867.7025,21867.23365,32069.95743,0,0,1.47E-93,0
12.99883285,-0.257145217,-0.249479807,21867.70242,21867.2348,32069.96036,0,0,1.16E-93,0
13.00450188,-0.256473369,-0.248827986,21867.70233,21867.23593,32069.96329,0,0,9.09E-94,0
13.0101709,-0.255803567,-0.248178151,21867.70225,21867.23707,32069.9662,0,0,7.14E-94,0
13.01583993,-0.255135806,-0.247530295,21867.70216,21867.2382,32069.96911,0,0,5.61E-94,0
13.02150896,-0.254470077,-0.246884411,21867.70208,21867.23932,32069.97201,0,0,4.41E-94,0
13.02717799,-0.253806374,-0.246240493,21867.70199,21867.24045,32069.9749,0,0,3.46E-94,0
13.03284702,-0.25314469,-0.245598533,21867.70191,21867.24157,32069.97778,0,0,2.72E-94,0
13.03851605,-0.252485017,-0.244958525,21867.70183,21867.24268,32069.98065,0,0,2.13E-94,0
13.04418508,-0.251827349,-0.244320462,21867.70174,21867.2438,32069.98352,0,0,1.68E-94,0
13.04985411,-0.251171678,-0.243684337,21867.70166,21867.2449,32069.98637,0,0,1.31E-94,0
13.05552313,-0.250517999,-0.243050144,21867.70158,21867.24601,32069.98922,0,0,1.03E-94,0
13.06119216,-0.249866303,-0.242417875,21867.7015,21867.24711,32069.99206,0,0,8.10E-95,0
13.06686119,-0.249216585,-0.241787524,21867.70142,21867.24821,32069.99488,0,0,6.36E-95,0
13.07253022,-0.248568836,-0.241159085,21867.70133,21867.24931,32069.99771,0,0,4.99E-95,0
13.07819925,-0.247923051,-0.24053255,21867.70125,21867.2504,32070.00052,0,0,3.91E-95,0
13.08386828,-0.247279223,-0.239907914,21867.70117,21867.25149,32070.00332,0,0,3.07E-95,0
13.08953731,-0.246637344,-0.23928517,21867.70109,21867.25258,32070.00612,0,0,2.41E-95,0
13.09520634,-0.245997408,-0.23866431,21867.70101,21867.25366,32070.0089,0,0,1.89E-95,0
13.10087536,-0.245359409,-0.238045329,21867.70093,21867.25474,32070.01168,0,0,1.48E-95,0
13.10654439,-0.244723339,-0.23742822,21867.70085,21867.25582,32070.01445,0,0,1.16E-95,0
13.11221342,-0.244089192,-0.236812977,21867.70077,21867.25689,32070.01721,0,0,9.09E-96,0
13.11788245,-0.243456961,-0.236199593,21867.70069,21867.25796,32070.01996,0,0,7.13E-96,0
13.12355148,-0.24282664,-0.235588062,21867.70061,21867.25903,32070.02271,0,0,5.58E-96,0
13.12922051,-0.242198222,-0.234978377,21867.70053,21867.26009,32070.02544,0,0,4.38E-96,0
13.13488954,-0.241571701,-0.234370532,21867.70045,21867.26115,32070.02817,0,0,3.43E-96,0
13.14055857,-0.24094707,-0.233764521,21867.70037,21867.26221,32070.03089,0,0,2.69E-96,0
13.14622759,-0.240324322,-0.233160337,21867.70029,21867.26326,32070.0336,0,0,2.10E-96,0
13.15189662,-0.239703451,-0.232557974,21867.70022,21867.26431,32070.03631,0,0,1.65E-96,0
13.15756565,-0.239084451,-0.231957426,21867.70014,21867.26536,32070.039,0,0,1.29E-96,0
13.16323468,-0.238467315,-0.231358686,21867.70006,21867.26641,32070.04169,0,0,1.01E-96,0
13.16890371,-0.237852036,-0.230761749,21867.69998,21867.26745,32070.04437,0,0,7.91E-97,0
13.17457274,-0.237238609,-0.230166607,21867.69991,21867.26849,32070.04704,0,0,6.19E-97,0
13.18024177,-0.236627026,-0.229573256,21867.69983,21867.26952,32070.0497,0,0,4.84E-97,0
13.1859108,-0.236017283,-0.228981689,21867.69975,21867.27055,32070.05236,0,0,3.79E-97,0
13.19157982,-0.235409371,-0.228391899,21867.69968,21867.27158,32070.055,0,0,2.96E-97,0
13.19724885,-0.234803286,-0.227803881,21867.6996,21867.27261,32070.05764,0,0,2.32E-97,0
13.20291788,-0.23419902,-0.227217628,21867.69952,21867.27363,32070.06027,0,0,1.81E-97,0
